"ROCK NAME","SIO2(WT%)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","AVERAGE_LAT","AVERAGE_LON"
"WEHRLITE, XENOLITH [17234]",45.54,4.09,11.1,1.68,7.54,1.54,0.42,1.22,0.16,0.85,0.15,0.4,0.05,0.28,0.04,35.28,118.18
"WEHRLITE [22123]",43.64,3.4,7.1,0.9,3.7,0.89,0.26,1.02,0.16,0.94,0.2,0.52,0.08,0.52,0.08,22.15,86.53
"WEHRLITE [26347]",40.8,6.42,13.5,1.86,8.44,2,0.7,2.09,0.34,1.87,0.37,0.92,0.12,0.73,0.11,22.1547,99.6045
"WEHRLITE, XENOLITH [22320]",44.8,3.24,8.99,1.41,7.79,2.34,0.76,2.46,0.47,2.49,0.41,1.05,0.15,0.82,0.11,36.59,118.81
"WEHRLITE, APATITE [25175]",32.9155202282686,133,296,37.3,156.5,27.3,6.02,20.8,2.47,13.35,2.5,6.24,0.79,4.33,0.66,48.8,-86.5
"WEHRLITE [28611]",46.37,0.07,0.21,0.05,0.35,0.14,0.07,0.24,0.05,0.37,0.09,0.26,0.05,0.29,0.04,41.53,94.82
"WEHRLITE, XENOLITH [19201]",43.24,4.342,12.7672,2.1008,10.4835,2.9277,0.9826,3.0901,0.4611,2.5509,0.4765,1.1653,0.1539,0.8983,0.1221,-78.3984,163.8279
"WEHRLITE [22123]",44.06,2.9,6.2,0.8,3.5,0.88,0.27,1,0.16,0.94,0.2,0.49,0.07,0.46,0.07,22.15,86.53
"WEHRLITE, APATITE [25175]",25.8287976249382,171,367,45.8,187,32,6.65,23.6,2.87,15.05,2.9,7.2,0.88,4.99,0.72,48.8,-86.5
"WEHRLITE, XENOLITH [22320]",40.7,3.49,7.4,0.95,4.55,1.2,0.38,1.18,0.22,1.1,0.2,0.53,0.07,0.39,0.07,36.59,118.81
"WEHRLITE, SPINEL, XENOLITH [21722]",42.3579591680639,2.24534744932065,2.74971922272148,0.232360534105262,0.738797453997958,0.0851165048777474,0.0299295805713796,0.0605826913846859,0.00921420948973777,0.0581932709961584,0.0127058501437619,0.0395344430448175,0.00684535051247583,0.0516763748396948,0.0101703746933465,70.25,121.58
"WEHRLITE, SPINEL, XENOLITH [5037] / CLINOPYROXENITE, XENOLITH [5037]",42.54,6.9,19.5,2.62,11.1,2.2,0.49,2,0.3,1.7,0.4,1.2,0.2,1.3,0.21,29,-14
"WEHRLITE, XENOLITH [17331]",40.27,2.15,4.68,0.59,2.45,0.51,0.14,0.4,0.05,0.27,0.045,0.12,0.018,0.13,0.025,47.965,-109.535
"WEHRLITE, XENOLITH [20273]",49.3,10.6,26.6,3.07,12.2,2.13,0.85,1.88,0.28,1.69,0.31,0.79,0.11,0.68,0.1,26.92,9.37
"WEHRLITE, XENOLITH [22252]",45.7823458811825,26.5144720809197,26.5451163519378,31.8511994489471,31.3320198093164,26.346213659568,23.0026889141071,17.0714951646516,13.19657590728,9.46823653580156,6.71388291991079,4.84320184535341,3.57974514230031,2.81852869332872,2.610688893739,-48.7,-70.2
