"LATITUDE.MIN","LONGITUDE.MIN","ROCK.NAME","LA.PPM.","CE.PPM.","PR.PPM.","ND.PPM.","SM.PPM.","EU.PPM.","GD.PPM.","TB.PPM.","DY.PPM.","HO.PPM.","ER.PPM.","TM.PPM.","YB.PPM.","LU.PPM."
28.1636,-15.4146,"TEPHRITE [14732]",60.0884,118.9612,13.68,54.1718,9.8814,3.0588,9.22,1.1748,5.3066,0.886,2.3288,0.2792,1.748,0.2436
28.1697,-15.4214,"TEPHRITE [14732]",60.0534838076546,124.314033366045,14.9244357212954,60.8746319921492,11.1786064769382,3.40726202158979,10.1484298331698,1.30225711481845,5.88788027477919,0.968596663395486,2.47620215897939,0.28900883218842,1.80078508341511,0.24730127576055
28.0134,-15.5222,"FOIDITE [14732]",66.7594884488449,138.881188118812,16.4162541254125,68.0313531353135,12.4894801980198,3.82384488448845,11.4845297029703,1.46575907590759,6.78960396039604,1.11798679867987,2.84550330033003,0.334983498349835,2.0917904290429,0.283003300330033
27.9884,-15.5008,"TEPHRITE [14732]",90.3942786069652,171.856965174129,19.43407960199,77.1643864013267,13.4606135986733,4.16583747927031,12.7767412935323,1.58291873963516,7.07524875621891,1.14925373134328,2.89013266998342,0.332089552238806,2.05368988391376,0.275704809286899
28.0678,-15.4593,"BASANITE [14732]",52.8535988819008,110.493361285814,13.314465408805,56.0714535290007,10.8245981830887,3.37910552061495,9.91020265548567,1.2921034241789,5.8424178895877,0.937456324248777,2.30625436757512,0.256813417190776,1.53616352201258,0.205800139762404
28.0692,-15.4542,"BASALT [14732]",61.6185661764706,132.789981617647,16.1011029411765,67.4919577205882,12.7403492647059,3.94439338235294,11.6725643382353,1.51838235294118,6.81640625,1.08226102941176,2.640625,0.2890625,1.76677389705882,0.233915441176471
-18.96,46.91,"BASANITE [22141]",59.9,122,13.1,51.6,10.2,2.9,8.3,1.1,5.3,0.9,2,0.26,1.5,0.22
-18.96,46.91,"BASANITE [22141]",66.7,138,15.2,62.5,11.8,3.6,10,1.3,6.4,1.1,2.5,0.32,1.9,0.28
42.4,1.4,"BASANITE [22170]",8.6,17.9,2.32,10.2,2.87,1.02,3.52,0.58,3.72,0.79,2.13,0.31,1.86,0.3
42.4,1.4,"BASANITE [22170]",6.8,15.2,1.91,9.1,2.36,1.03,3.12,0.55,3.52,0.75,2.2,0.33,2.02,0.32
