"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[16886]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / JEJU ISLAND","","33","33.8","126","127","SAE","","","s_JJ1-2 [16886]","PERIDOTITE, SPINEL, XENOLITH [16886]","","","","","","","","","PER","","","","","WR [16886] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000131","0.00095","","","","","","","","","","","","","","","","","","","","","","","","0.12851","","0.6683","","","","","","","","648324",
"[16886]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / JEJU ISLAND","","33","33.8","126","127","SAE","","","s_JJ2-1 [16886]","PERIDOTITE, SPINEL, XENOLITH [16886]","","","","","","","","","PER","","","","","WR [16886] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00436","0.00144","","","","","","","","","","","","","","","","","","","","","","","","0.12648","","14.58","","","","","","","","648325",
"[16886]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / JEJU ISLAND","","33","33.8","126","127","SAE","","","s_JJ2-1 [16886]","PERIDOTITE, SPINEL, XENOLITH [16886]","","","","","","","","","PER","","","","","WR [16886] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000104","0.00128","","","","","","","","","","","","","","","","","","","","","","","","0.12677","","0.391","","","","","","","","648326",
"[16886]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / JEJU ISLAND","","33","33.8","126","127","SAE","","","s_JJ2-2 [16886]","PERIDOTITE, SPINEL, XENOLITH [16886]","","","","","","","","","PER","","","","","WR [16886] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000093","0.00069","","","","","","","","","","","","","","","","","","","","","","","","0.12695","","0.6409","","","","","","","","648327",
"[16886]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / JEJU ISLAND","","33","33.8","126","127","SAE","","","s_JJ2-5 [16886]","PERIDOTITE, SPINEL, XENOLITH [16886]","","","","","","","","","PER","","","","","WR [16886] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000016","0.00205","","","","","","","","","","","","","","","","","","","","","","","","0.11551","","0.0371","","","","","","","","648328",
"[16886]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / JEJU ISLAND","","33","33.8","126","127","SAE","","","s_JJ2-6 [16886]","PERIDOTITE, SPINEL, XENOLITH [16886]","","","","","","","","","PER","","","","","WR [16886] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000016","0.00218","","","","","","","","","","","","","","","","","","","","","","","","0.11654","","0.0354","","","","","","","","648329",
"[16886]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / JEJU ISLAND","","33","33.8","126","127","SAE","","","s_JJ2-7 [16886]","PERIDOTITE, SPINEL, XENOLITH [16886]","","","","","","","","","PER","","","","","WR [16886] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000079","0.00099","","","","","","","","","","","","","","","","","","","","","","","","0.12396","","0.3841","","","","","","","","648330",
"[16886]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / JEJU ISLAND","","33","33.8","126","127","SAE","","","s_JJ2-8 [16886]","PERIDOTITE, SPINEL, XENOLITH [16886]","","","","","","","","","PER","","","","","WR [16886] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000045","0.00137","","","","","","","","","","","","","","","","","","","","","","","","0.12291","","0.1579","","","","","","","","648331",
"[16886]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / JEJU ISLAND","","33","33.8","126","127","SAE","","","s_JJ2-9 [16886]","PERIDOTITE, SPINEL, XENOLITH [16886]","","","","","","","","","PER","","","","","WR [16886] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000067","0.00109","","","","","","","","","","","","","","","","","","","","","","","","0.12469","","0.293","","","","","","","","648332",
"[3334]","CONVERGENT MARGIN","HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / MEGATA - SANNOMEGATA MAAR","","39.95","39.95","139.73","139.73","SAE","","","s_ICHX3 [3334]","PERIDOTITE, XENOLITH [3334]","","","","QUATERNARY [3334]","","","","","PER","","","","","WR [3334] ","56.74","0.66","","16.8","","","","6.53","7.76","6.52","0.14","","1.79","2.9","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65955",
"[3334]","CONVERGENT MARGIN","HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / MEGATA - SANNOMEGATA MAAR","","39.95","39.95","139.73","139.73","SAE","","","s_ICHX5 [3334]","PERIDOTITE, XENOLITH [3334]","","","","QUATERNARY [3334]","","","","","PER","","","","","WR [3334] ","55.46","0.68","","17.86","","","","7.05","8.3","6.26","0.16","","1.42","2.66","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65956",
"[3334]","CONVERGENT MARGIN","HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / MEGATA - SANNOMEGATA MAAR","","39.95","39.95","139.73","139.73","SAE","","","s_ICHX6 [3334]","PERIDOTITE, XENOLITH [3334]","","","","QUATERNARY [3334]","","","","","PER","","","","","WR [3334] ","54.22","0.82","","17.63","","","","7.26","8.1","7.43","0.16","","1.58","2.67","0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70365","","","","","","","","","","","","","","","","","","","","","65957",
"[3334]","CONVERGENT MARGIN","HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / MEGATA - SANNOMEGATA MAAR","","39.95","39.95","139.73","139.73","SAE","","","s_SANX3 [3334]","PERIDOTITE, XENOLITH [3334]","","","","QUATERNARY [3334]","","","","","PER","","","","","WR [3334] ","53.44","0.76","","17.12","","","","7.31","8.92","7.81","0.15","","1.4","2.88","0.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65959",
"[3334]","CONVERGENT MARGIN","HONSHU ARC / NORTHEASTERN HONSHU ARC / HONSHU / MEGATA - SANNOMEGATA MAAR","","39.95","39.95","139.73","139.73","SAE","","","s_SANX5 [3334]","PERIDOTITE, XENOLITH [3334]","","","","QUATERNARY [3334]","","","","","PER","","","","","WR [3334] ","51.5","0.79","","17.96","","","","7.9","9.54","8.2","0.16","","1.13","2.62","0.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70346","","","","","","","","","","","","","","","","","","","","","65960",
"[14442]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / POLAND / BOHEMIAN MASSIF / LADEK-LUTYNIA ERUPTIVE CENTER","LUTYNIA","50.3597","50.3597","16.9117","16.9117","SAE","","","s_MM30 [14442]","PERIDOTITE, SPINEL, XENOLITH [14442]","","","","","","","","","PER","","","","","WR [14442] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.88","","","","","","","","","","","","","","","2.3","","0.08","","","","","","","","","","","","","","0.04","0.02","0.03","","0.02","0","0","0.03","","0.09","0.04","0.15","","0.16","0.02","0","0","","","","","","","","","","","0.01","0","","","","","","","","","","","","","","","","","","","","","","","","","660133",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR1 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","43.487","0.05284","","1.67695","","","","8.46","1.52612","44.112","0.12976","","0.00814","0.12398","0.01218","","","","","","","","","","","","","","","","-0.51","","","","","","","","","","","","","","","","","","","","","","","","8.3","","","","13.56","397.386505670939","57.98","2154","","","","","","","","","","","","5.49854324139535E-02","7.30790043032146","","2.21407850331341","0.20520276809711","","","","","","","","","","","","","1.40097758596348","9.35750557178523E-02","0.274319575997468","5.20959004779455E-02","0.287232679131388","0.117816398487447","5.16718571932666E-02","0.202406849972259","4.29880981516488E-02","0.330802987007293","7.81064527566704E-02","0.258450869974529","","0.289187140610237","4.32196752229027E-02","6.33131411126054E-02","2.12247033699199E-02","","0.000104","0.002066","","","","","","","","4.5828931829717E-03","3.86370877753904E-03","","","","","","","","","","","","","","","0.12897","","0.156","","","","","","","","660690",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR2 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","43.937","0.21276","","3.40206","","","","9.15","3.55513","38.831","0.15161","","0.01627","0.29678","0.01772","","","","","","","","","","","","","","","","-0.17","","","","","","","","","","","","","","","","","","","","","","","","4.1","","","","18.42","1513.00531810037","91.06","2489","","","","","","","","","","","","0.390593619969171","24.3266143106027","","7.61872182257222","0.631837102996599","","","","","","","","","","","","","7.52666934242933","0.611568362549201","1.79860834491989","0.312322879523104","1.83562000237108","0.640539638939055","0.226749475545713","0.848602217615129","0.140757406607255","0.855645978605871","0.181117255622739","0.514753147320278","","0.498408539839557","0.0753208073322","0.236263830803062","1.65958757745966E-02","","0.000063","0.001551","","","","","","","","0.031536122822184","1.65556735788823E-02","","","","","","","","","","","","","","","0.12626","","0.119","","","","","","","","660691",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR3 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","45.484","0.09475","","2.76557","","","","8.24","2.1662","40.549","0.138","","0.00873","0.1717","0.01779","","","","","","","","","","","","","","","","-0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.12","602.112073461301","60.44","2469","","","","","","","","","","","","7.49169804379438E-02","14.3382257217361","","6.57363613937865","0.332959404173138","","","","","","","","","","","","","1.10963327904593","0.60003176393914","1.62443842013985","0.232759590822498","1.09300087642644","0.29194726605814","0.10919488589708","0.354926257416367","6.33524336990018E-02","0.408458990960227","8.88747316410478E-02","0.256800400751044","","0.286147292047993","4.16605752666031E-02","0.17066450258482","1.82923080352035E-02","","0.000516","0.001808","","","","","","","","4.75520434598685E-02","1.69006936549958E-02","","","","","","","","","","","","","","","0.12347","","1.292","","","","","","","","660692",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR4 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","44.643","0.12489","","3.14654","","","","8.11","2.92634","40.103","0.1337","","0.00727","0.27014","0.01288","","","","","","","","","","","","","","","","-0.17","","","","","","","","","","","","","","","","","","","","","","","","14.6","","","","15.6","723.383165935085","67.38","2131","","","","","","","","","","","","7.01128258418517E-02","8.0236458326739","","4.63563603325087","0.147668920242847","","","","","","","","","","","","","2.95571649542336","0.137058438330868","0.34277088059338","8.04032774066579E-02","0.497521575119052","0.213432409597656","9.41189386683193E-02","0.366738137988688","0.073284796718997","0.49716948748083","0.111694070524591","0.328328840121526","","0.362668549147526","5.48964086654565E-02","0.139746658315442","3.05150479663614E-03","","0.000091","0.002189","","","","","","","","5.0136747772157E-03","6.69639304265378E-03","","","","","","","","","","","","","","","0.11769","","0.115","","","","","","","","660693",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR6 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","44.101","0.03811","","1.28916","","","","7.81","1.28405","44.928","0.12195","","0.01516","0.08422","0.01429","","","","","","","","","","","","","","","","-0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.99","210.167305629944","36.48","2364","","","","","","","","","","","","0.103615251612248","36.0424083240668","","2.93982789519705","0.317362740477792","","","","","","","","","","","","","8.70403696246034","3.14951435586758","1.62586072575518","6.89082050297563E-02","0.284496152073318","9.56221649796497E-02","3.32087604880239E-02","0.113414482406413","2.00896271831578E-02","0.128319875414942","2.77927349099181E-02","8.52753743824398E-02","","0.105550484348297","1.69243601048069E-02","0.050506016208073","4.0963592121878E-03","","0.000571","0.001456","","","","","","","","0.119814611924301","4.62406961576719E-02","","","","","","","","","","","","","","","0.11541","","1.535","","","","","","","","660694",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR8 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","44.529","0.09849","","2.86122","","","","7.89","2.70781","40.731","0.1295","","0.0159","0.49506","0.01536","","","","","","","","","","","","","","","","-0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.13","609.106199548635","66.69","2734","","","","","","","","","","","","0.11060116964271","11.2489048958692","","4.62873990951631","0.12812600045138","","","","","","","","","","","","","4.73528651375921","0.240737898848739","0.490296312320162","8.33049994030703E-02","0.510078517515887","0.196559363269906","8.74559691893946E-02","0.315194160566641","6.23320825017139E-02","0.412618471581668","9.29830561059647E-02","0.27956070449852","","0.319971520442543","4.54380358815624E-02","0.127382183913045","5.1019881445946E-03","","0.000479","0.001172","","","","","","","","7.69054853848771E-03","7.47564883754161E-03","","","","","","","","","","","","","","","0.12467","","1.836","","","","","","","","660695",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR9 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","44.867","0.11533","","3.39518","","","","8.19","3.00194","39.482","0.13555","","0.01493","0.24985","0.0201","","","","","","","","","","","","","","","","-0.29","","","","","","","","","","","","","","","","","","","","","","","","2.1","","","","15.94","686.64289921406","70.32","2579","","","","","","","","","","","","0.17683318700159","12.5577242075093","","5.99636046722518","0.439526494972308","","","","","","","","","","","","","3.95032559180498","0.412796993473191","1.02710952026649","0.144681018445853","0.747203746574663","0.254409002641703","0.104107975702906","0.367433108672108","7.06406694768934E-02","0.472732428772847","0.103429901699174","0.297599960595703","","0.330459107061418","4.76226770559929E-02","0.157003341750888","9.6806457590528E-03","","0.000273","0.00175","","","","","","","","6.52243768036342E-02","3.09552046597808E-02","","","","","","","","","","","","","","","0.12544","","0.632","","","","","","","","660696",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR9 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.001523","","","","","","","","","","","","","","","","","","","","","","","","0.12529","","","","","","","","","","660697",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR12 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.77","513.232762038529","57.22","2255","","","","","","","","","","","","6.71237446737889E-02","13.0532455720567","","5.56605996484941","0.279435646932117","","","","","","","","","","","","","1.59223795668507","0.62388983464949","1.42984654037586","0.18628685571785","0.837008555881522","0.225404681170106","0.084968884968885","0.293886642188359","5.49216473593327E-02","0.366744969736948","8.08754373434453E-02","0.245078456009946","","0.267253108429252","4.05475394845357E-02","0.13245738238167","1.66825816750824E-02","","0.000083","0.002147","","","","","","","","3.73485132889796E-02","1.12951556838075E-02","","","","","","","","","","","","","","","0.12002","","0.112","","","","","","","","660698",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR13 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR/PORPHYROCLASTIC [13925] ","PER","","","","","WR [13925] ","43.23721","0.16127","","2.20509","","","","11.05","2.85389","38.9187615691188","0.16609","","0.038","1.11105","0.03265","","","","","","","","","","","","","","","","-0.59","","","","","","","","","","","","","","","","","","","","","","","","6.2","","","","14.01","896.908331605185","58.64","2191","","","","","","","","","","","","0.129741101144695","15.0371678968069","","7.61295373813379","0.316390053423185","","","","","","","","","","","","","3.23038980082555","0.660516786651815","2.05459269593014","0.324903038367898","1.61314325367624","0.417994209842817","0.149252427056403","0.454485703311262","7.24564283336425E-02","0.422165626576764","8.22869112308274E-02","0.231273505018402","","0.218645962421523","3.26865911190619E-02","0.184200527525456","0.026542331375459","","0.000632","0.000831","","","","","","","","3.15281488898951E-02","6.84667613977174E-03","","","","","","","","","","","","","","","0.12452","","3.436","","","","","","","","660699",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR14 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","43.30272","0.05598","","2.02308","","","","8.45","1.75155","43.2694835341312","0.14213","","0.03142","1.03248","0.0217","","","","","","","","","","","","","","","","-0.47","","","","","","","","","","","","","","","","","","","","","","","","6.2","","","","13.11","351.311635906218","45.68","2070","","","","","","","","","","","","0.110127543758645","11.2776280773057","","3.14094169489967","0.365823104024714","","","","","","","","","","","","","4.16474413965124","0.483533976764096","1.05017557510344","0.130428380177136","0.58473336686764","0.149729000228978","6.29808522713253E-02","0.217704837631922","4.08347313200568E-02","0.270641353666245","6.18030670918394E-02","0.185371277767119","","0.222496446024463","3.37497386902935E-02","7.25555229481558E-02","8.90147394642198E-03","","0.000146","0.001605","","","","","","","","5.96128580421715E-02","2.53687717944542E-02","","","","","","","","","","","","","","","0.11766","","0.324","","","","","","","","660700",
"[13925]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / DEVES VOLCANIC FIELD","MONT BRIANCON SCORIA CONE","45","45","3.6","3.6","SAE","","","s_MBR15 [13925]","PERIDOTITE, SPINEL, XENOLITH [13925]","","","","","","","","PROTOGRANULAR [13925] ","PER","","","","","WR [13925] ","45.10766","0.09008","","2.4074","","","","9.16","1.93567","40.3940524776383","0.16034","","0.01904","0.34867","0.02569","","","","","","","","","","","","","","","","-0.45","","","","","","","","","","","","","","","","","","","","","","","","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.001726","","","","","","","","","","","","","","","","","","","","","","","","0.12032","","","","","","","","","","660701",
