"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[20052]","RIFT VOLCANICS","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","BAKER ROCKS, TRANSANTARCTIC MOUNTAINS, MELBOURNE VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP","-74.2055","-74.2055","164.832","164.832","SAE","","","s_MBBR1202  [20052]","PERIDOTITE, XENOLITH [20052]","","","","","","","","","PER","","","","HE3_HE4(R/R(A)) from OLIVINE [20052]","MIN [20052] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","","","","","1015350",
"[20052]","RIFT VOLCANICS","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT OVERLORD","TRANSANTARCTIC MOUNTAINS, MELBOURNE VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP","-73.1409","-73.1409","164.6144","164.6144","SAE","","","s_MBMO1201  [20052]","PERIDOTITE, XENOLITH [20052]","","","","","","","","","PER","","","","HE3_HE4(R/R(A)) from OLIVINE [20052]","MIN [20052] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","","","","","1015351",
"[20052]","RIFT VOLCANICS","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT OVERLORD","TRANSANTARCTIC MOUNTAINS, MELBOURNE VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP","-73.1409","-73.1409","164.6144","164.6144","SAE","","","s_MBMO1201  [20052]","PERIDOTITE, XENOLITH [20052]","","","","","","","","","PER","","","","HE3_HE4(R/R(A)) from ORTHOPYROXENE [20052]","MIN [20052] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2","","","","","1015352",
"[20052]","RIFT VOLCANICS","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT OVERLORD","TRANSANTARCTIC MOUNTAINS, MELBOURNE VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP","-73.1409","-73.1409","164.6144","164.6144","SAE","","","s_MBM01202  [20052]","PERIDOTITE, XENOLITH [20052]","","","","","","","","","PER","","","","HE3_HE4(R/R(A)) from OLIVINE [20052]","MIN [20052] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4","","","","","1015353",
"[20052]","RIFT VOLCANICS","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT OVERLORD","TRANSANTARCTIC MOUNTAINS, MELBOURNE VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP","-73.1409","-73.1409","164.6144","164.6144","SAE","","","s_MBM01202  [20052]","PERIDOTITE, XENOLITH [20052]","","","","","","","","","PER","","","","HE3_HE4(R/R(A)) from ORTHOPYROXENE [20052]","MIN [20052] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9","","","","","1015354",
"[20052]","RIFT VOLCANICS","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT OVERLORD","TRANSANTARCTIC MOUNTAINS, MELBOURNE VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP","-73.1409","-73.1409","164.6144","164.6144","SAE","","","s_MBM01202  [20052]","PERIDOTITE, XENOLITH [20052]","","","","","","","","","PER","","","","HE3_HE4(R/R(A)) from OLIVINE [20052]","MIN [20052] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","","","","","1015355",
"[20052]","RIFT VOLCANICS","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT OVERLORD","TRANSANTARCTIC MOUNTAINS, MELBOURNE VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP","-73.1409","-73.1409","164.6144","164.6144","SAE","","","s_MBMO1203  [20052]","PERIDOTITE, XENOLITH [20052]","","","","","","","","","PER","","","","HE3_HE4(R/R(A)) from OLIVINE [20052]","MIN [20052] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6","","","","","1015356",
"[20052]","RIFT VOLCANICS","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT OVERLORD","TRANSANTARCTIC MOUNTAINS, MELBOURNE VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP","-73.1409","-73.1409","164.6144","164.6144","SAE","","","s_MBMO1203  [20052]","PERIDOTITE, XENOLITH [20052]","","","","","","","","","PER","","","","HE3_HE4(R/R(A)) from ORTHOPYROXENE [20052]","MIN [20052] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5","","","","","1015357",
"[20052]","RIFT VOLCANICS","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT OVERLORD","TRANSANTARCTIC MOUNTAINS, MELBOURNE VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP","-73.1409","-73.1409","164.6144","164.6144","SAE","","","s_MBMO1204  [20052]","PERIDOTITE, XENOLITH [20052]","","","","","","","","","PER","","","","HE3_HE4(R/R(A)) from OLIVINE [20052]","MIN [20052] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5","","","","","1015358",
"[20052]","RIFT VOLCANICS","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT OVERLORD","TRANSANTARCTIC MOUNTAINS, MELBOURNE VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP","-73.1409","-73.1409","164.6144","164.6144","SAE","","","s_MBMO1204  [20052]","PERIDOTITE, XENOLITH [20052]","","","","","","","","","PER","","","","HE3_HE4(R/R(A)) from ORTHOPYROXENE [20052]","MIN [20052] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4","","","","","1015359",
"[20052]","RIFT VOLCANICS","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT OVERLORD","TRANSANTARCTIC MOUNTAINS, MELBOURNE VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP","-73.1409","-73.1409","164.6144","164.6144","SAE","","","s_MBMO1205  [20052]","PERIDOTITE, XENOLITH [20052]","","","","","","","","","PER","","","","HE3_HE4(R/R(A)) from OLIVINE [20052]","MIN [20052] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6","","","","","1015360",
"[20052]","RIFT VOLCANICS","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT OVERLORD","TRANSANTARCTIC MOUNTAINS, MELBOURNE VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP","-73.1409","-73.1409","164.6144","164.6144","SAE","","","s_MBMO1205  [20052]","PERIDOTITE, XENOLITH [20052]","","","","","","","","","PER","","","","HE3_HE4(R/R(A)) from ORTHOPYROXENE [20052]","MIN [20052] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.8","","","","","1015361",
"[20052]","RIFT VOLCANICS","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT OVERLORD","TRANSANTARCTIC MOUNTAINS, MELBOURNE VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP","-73.1409","-73.1409","164.6144","164.6144","SAE","","","s_MBMO1206  [20052]","PERIDOTITE, XENOLITH [20052]","","","","","","","","","PER","","","","HE3_HE4(R/R(A)) from OLIVINE [20052]","MIN [20052] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","","","","","1015362",
"[20052]","RIFT VOLCANICS","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT OVERLORD","TRANSANTARCTIC MOUNTAINS, MELBOURNE VOLCANIC PROVINCE, MCMURDO VOLCANIC GROUP","-73.1409","-73.1409","164.6144","164.6144","SAE","","","s_MBMO1206  [20052]","PERIDOTITE, XENOLITH [20052]","","","","","","","","","PER","","","","HE3_HE4(R/R(A)) from ORTHOPYROXENE [20052]","MIN [20052] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.1","","","","","1015363",
"[19840]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / BOTSWANA / LETLHAKHANE KIMBERLITE FIELD","","-21.52","-21.52","25.69","25.69","SAE","","","s_FRB1729 [19840]","PERIDOTITE, SPINEL, XENOLITH [19840]","","","","","","","","","PER","","","","","WR [19840] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000388","0.00203","","","","","","","","","","","","","","","","","","","","","","","","0.11323","","0.092","","","","","","","","1017131",
"[19840]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / BOTSWANA / LETLHAKHANE KIMBERLITE FIELD","","-21.52","-21.52","25.69","25.69","SAE","","","s_FRB1730 [19840]","PERIDOTITE, SPINEL, XENOLITH [19840]","","","","","","","","","PER","","","","","WR [19840] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0001409","0.00249","","","","","","","","","","","","","","","","","","","","","","","","0.10947","","0.2717","","","","","","","","1017132",
"[19840]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / PREMIER KIMBERLITE CLUSTER / PREMIER KIMBERLITE","PREMIER MINE","-25.674","-25.674","28.15","28.15","SAE","","","s_FRB1302 [19840]","PERIDOTITE, GARNET, XENOLITH [19840]","","","","","","","","","PER","","","E","","WR [19840] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000552","0.00391","","","","","","","","","","","","","","","","","","","","","","","","0.11088","","0.0679","","","","","","","","1017149",
"[19840]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / PREMIER KIMBERLITE CLUSTER / PREMIER KIMBERLITE","PREMIER MINE","-25.674","-25.674","28.15","28.15","SAE","","","s_FRB1323 [19840]","PERIDOTITE, XENOLITH [19840]","","","","","","","","","PER","","","","","WR [19840] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000748","0.00341","","","","","","","","","","","","","","","","","","","","","","","","0.11522","","0.1054","","","","","","","","1017150",
"[6373]","CONVERGENT MARGIN","CASCADES / HIGH CASCADES / WASHINGTON / SIMCOE VOLCANIC FIELD","LORENA BUTTE CINDER CONE","48","50","-120","-122","SAE","","","s_SIM-1 [6373]","PERIDOTITE, SPINEL, XENOLITH [6373]","","","","PLIOCENE [6373]","","","","","PER","","","","HE3_HE4(R/R(A)) from OLIVINE [6373]","MIN [6373] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.19","","","","","101969",
"[6357][8496]","CONVERGENT MARGIN","CASCADES / HIGH CASCADES / WASHINGTON / SIMCOE VOLCANIC FIELD","LORENA BUTTE CINDER CONE","48","50","-120","-122","SAE","","","s_SIM-2 [6357]","HARZBURGITE, SPINEL, XENOLITH [6357] / PERIDOTITE, SPINEL, XENOLITH [8496]","","","","PLIOCENE [6357]","","","","","PER","","","F","","WR [6357] ","44.35","0","","1.3","","","","7.66","1.02","45.51","0.13","","","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.43","","26.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101970",
"[6357]","CONVERGENT MARGIN","CASCADES / HIGH CASCADES / WASHINGTON / SIMCOE VOLCANIC FIELD","LORENA BUTTE CINDER CONE","48","50","-120","-122","SAE","","","s_SIM-3 [6357]","HARZBURGITE, SPINEL, XENOLITH [6357]","","","","PLIOCENE [6357]","","","","","PER","","","F","","WR [6357] ","43.5","0.01","","1.05","","","","7.84","0.89","46.51","0.12","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101971",
"[8496][6356][6373]","CONVERGENT MARGIN","CASCADES / HIGH CASCADES / WASHINGTON / SIMCOE VOLCANIC FIELD","LORENA BUTTE CINDER CONE","48","50","-120","-122","SAE","","","s_SIM-5 [8496]","PERIDOTITE, SPINEL, XENOLITH [8496] / HARZBURGITE, XENOLITH [6356]","","","","PLIOCENE [6356]","","","","","PER","","","","HE3_HE4(R/R(A)) from OLIVINE [6373]","WR [8496] / MIN [6373] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.88","","39.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000087","0.001032","","","","","","","","","","","","","","","","","","","","","","","","0.1288","","0.4","","","6.11","","","","","101972",
"[6357][6373]","CONVERGENT MARGIN","CASCADES / HIGH CASCADES / WASHINGTON / SIMCOE VOLCANIC FIELD","LORENA BUTTE CINDER CONE","48","50","-120","-122","SAE","","","s_SIM-9C [6357]","HARZBURGITE, SPINEL, XENOLITH [6357] / PERIDOTITE, SPINEL, XENOLITH [6373]","","","","PLIOCENE [6357]","","","","","PER","","","F","HE3_HE4(R/R(A)) from ORTHOPYROXENE [6373]","WR [6357] / MIN [6373] ","44.19","0.02","","1.45","","","","7.67","1.1","45.32","0.13","","","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.77","","","","","101973",
"[8496][6356][6373]","CONVERGENT MARGIN","CASCADES / HIGH CASCADES / WASHINGTON / SIMCOE VOLCANIC FIELD","LORENA BUTTE CINDER CONE","48","50","-120","-122","SAE","","","s_SIM-11 [8496]","PERIDOTITE, SPINEL, XENOLITH [8496] / HARZBURGITE, XENOLITH [6356]","","","","PLIOCENE [6356]","","","","","PER","","","","HE3_HE4(R/R(A)) from OLIVINE [6373]","WR [8496] / MIN [6373] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.98","","27.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000113","0.000092","","","","","","","","","","","","","","","","","","","","","","","","0.1232","","0.58","","","6.71","","","","","101974",
"[6357][8496]","CONVERGENT MARGIN","CASCADES / HIGH CASCADES / WASHINGTON / SIMCOE VOLCANIC FIELD","LORENA BUTTE CINDER CONE","48","50","-120","-122","SAE","","","s_SIM-12 [6357]","HARZBURGITE, SPINEL, XENOLITH [6357] / PERIDOTITE, SPINEL, XENOLITH [8496]","","","","PLIOCENE [6357]","","","","","PER","","","F","","WR [6357] ","43.97","0.04","","1.27","","","","7.7","0.9","45.94","0.12","","","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.25","","29.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101975",
"[8496][6356][6373]","CONVERGENT MARGIN","CASCADES / HIGH CASCADES / WASHINGTON / SIMCOE VOLCANIC FIELD","LORENA BUTTE CINDER CONE","48","50","-120","-122","SAE","","","s_SIM-17 [8496]","PERIDOTITE, SPINEL, XENOLITH [8496] / HARZBURGITE, XENOLITH [6356]","","","","PLIOCENE [6356]","","","","","PER","","","","HE3_HE4(R/R(A)) from OLIVINE [6373]","WR [8496] / MIN [6373] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.02","","45.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000114","0.002929","","","","","","","","","","","","","","","","","","","","","","","","0.1297","","0.18","","","6.01","","","","","101976",
"[8496][6356][6373]","CONVERGENT MARGIN","CASCADES / HIGH CASCADES / WASHINGTON / SIMCOE VOLCANIC FIELD","LORENA BUTTE CINDER CONE","48","50","-120","-122","SAE","","","s_SIM-20 [8496]","PERIDOTITE, SPINEL, XENOLITH [8496] / HARZBURGITE, XENOLITH [6356]","","","","PLIOCENE [6356]","","","","","PER","","","","HE3_HE4(R/R(A)) from OLIVINE [6373]","WR [8496] / MIN [6373] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","","8.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000155","0.001238","","","","","","","","","","","","","","","","","","","","","","","","0.1295","","0.59","","","7.31","","","","","101977",
"[6357][8496][6373]","CONVERGENT MARGIN","CASCADES / HIGH CASCADES / WASHINGTON / SIMCOE VOLCANIC FIELD","LORENA BUTTE CINDER CONE","48","50","-120","-122","SAE","","","s_SIM-24 [6357]","HARZBURGITE, SPINEL, XENOLITH [6357] / PERIDOTITE, SPINEL, XENOLITH [8496]","","","","PLIOCENE [6357]","","","","","PER","","","F","HE3_HE4(R/R(A)) from OLIVINE [6373]","WR [6357] / MIN [6373] ","46.71","0.01","","1.32","","","","7.59","0.91","43.25","0.13","","","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.61","","26.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.67","","","","","101978",
"[8496][6356][6373]","CONVERGENT MARGIN","CASCADES / HIGH CASCADES / WASHINGTON / SIMCOE VOLCANIC FIELD","LORENA BUTTE CINDER CONE","48","50","-120","-122","SAE","","","s_SIM-25 [8496]","PERIDOTITE, SPINEL, XENOLITH [8496] / HARZBURGITE, XENOLITH [6356]","","","","PLIOCENE [6356]","","","","","PER","","","","HE3_HE4(R/R(A)) from OLIVINE [6373]","WR [8496] / MIN [6373] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.57","","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000082","0.0000598","","","","","","","","","","","","","","","","","","","","","","","","0.1272","","6.44","","","7.81","","","","","101979",
"[8496][6356]","CONVERGENT MARGIN","CASCADES / HIGH CASCADES / WASHINGTON / SIMCOE VOLCANIC FIELD","LORENA BUTTE CINDER CONE","48","50","-120","-122","SAE","","","s_SIM-26 [8496]","PERIDOTITE, SPINEL, XENOLITH [8496] / HARZBURGITE, XENOLITH [6356]","","","","PLIOCENE [6356]","","","","","PER","","","","","WR [8496] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.71","","37.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000239","0.00052","","","","","","","","","","","","","","","","","","","","","","","","0.149","","1.74","","","","","","","","101980",
"[8496][6356][6373]","CONVERGENT MARGIN","CASCADES / HIGH CASCADES / WASHINGTON / SIMCOE VOLCANIC FIELD","LORENA BUTTE CINDER CONE","48","50","-120","-122","SAE","","","s_SIM-28 [8496]","PERIDOTITE, SPINEL, XENOLITH [8496] / HARZBURGITE, XENOLITH [6356]","","","","PLIOCENE [6356]","","","","","PER","","","","HE3_HE4(R/R(A)) from OLIVINE [6373]","WR [8496] / MIN [6373] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.72","","31.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000063","0.000194","","","","","","","","","","","","","","","","","","","","","","","","0.1317","","1.52","","","7.29","","","","","101981",
"[20106]","INTRAPLATE VOLCANICS","BALTIC SHIELD / KARELIAN PROVINCE / CENTRAL LAPLAND GREENSTONE BELT - KITTILÄ GREENSTO / SAVUKOSKI GROUP (SATTASVAARA KOMATIITE COMPLEX)","LOMALAMPI PGE MINERALIZATION, WESTERN FINNISH LAPLAND","68","68","27","27","SAE","","","s_R408 [20106]","PERIDOTITE [20106]","","","PALEO [20106]","PROTEROZOIC [20106]","","","","","PLU","28.85","28.85","","","WR [20106] ","41","0.21","","3.74","0.69","","","10.62","0.11","34.7","0.08","","0","0","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","391","99","","","15.5","","105","","","","","1912","0","125","","","0","","","0","0","3.73","18","0","","","","","","","","","","","","","0","0.37","1.21","0.19","0.95","0.37","0","0.42","0","0.7","0.14","0.43","0","0.42","0","0","","","","","","","","","","","","0.57","0","","","","","","","","","","","","","","","","","","","","","","","","","1020061",
