"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[18139]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / XINJIANG PROVINCE / QIGANBULAKE CARBONATITE COMPLEX","QURUQTAGH AREA, NE TARIM BLOCK","41.23","41.23","87.58","87.58","SAE","","","s_KL01-2 [18139]","PYROXENITE [18139]","","","NEO [18139]","PROTEROZOIC [18139]","","","","","PLU","","","","","WR [18139] ","47.79","0.52","","1.81","","","","8.2","24.06","12.42","0.12","","0.28","0.36","2.72","","","","","","","","","","","","","","","","1.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.37","","","26.71","","","","36.19","","","6.17","","","","","13.33","728.06","20.45","53.94","0.41","","","","","","","","","","","","","131.08","64.62","155.22","21.05","98.52","18.2","4.31","12.57","1.69","5.69","0.83","2.04","0.23","1.27","0.15","2.25","0.02","","","","","","","","","","","1.87","0.35","","","","","","","","","","","","","","","","","","","","","","","","","830077",
"[18139]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / XINJIANG PROVINCE / QIGANBULAKE CARBONATITE COMPLEX","QURUQTAGH AREA, NE TARIM BLOCK","41.23","41.23","87.58","87.58","SAE","","","s_KL01-3 [18139]","PYROXENITE [18139]","","","NEO [18139]","PROTEROZOIC [18139]","","","","","PLU","","","","","WR [18139] ","44.81","0.31","","1.88","","","","10.14","24.9","11.52","0.14","","0.22","1.55","4.26","","","","","","","","","","","","","","","","0.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.69","","","25.32","","","","36.97","","","6.45","","","","","15.43","813.44","24.67","55.27","0.29","","","","","","","","","","","","","146.94","81.83","194.15","26","119.93","21.92","5.01","15.08","2.04","6.81","1.02","2.34","0.24","1.37","0.16","2.15","0.05","","","","","","","","","","","2.37","0.35","","","","","","","","","","","","","","","","","","","","","","","","","830078",
"[18139]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / XINJIANG PROVINCE / QIGANBULAKE CARBONATITE COMPLEX","QURUQTAGH AREA, NE TARIM BLOCK","41.23","41.23","87.58","87.58","SAE","","","s_KL011-4 [18139]","PYROXENITE [18139]","","","NEO [18139]","PROTEROZOIC [18139]","","","","","PLU","","","","","WR [18139] ","43.31","0.34","","1.98","","","","10.14","25.39","11.1","0.14","","0.18","1.34","5.12","","","","","","","","","","","","","","","","0.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.96","","","70.99","","","","94.62","","","7.98","","","","","10.82","1364.38","39.94","84.69","1.4","","","","","","","","","","","","","375.9","169.82","420.72","47.13","206.87","37.49","8.36","26.03","3.24","10.89","1.64","4.04","0.42","2.32","0.27","2.85","0.14","","","","","","","","","","","6.76","3.37","","","","","","","","","","","","","","","","","","","","","","","","","830079",
"[18139]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / XINJIANG PROVINCE / QIGANBULAKE CARBONATITE COMPLEX","QURUQTAGH AREA, NE TARIM BLOCK","41.23","41.23","87.58","87.58","SAE","","","s_KL01-6 [18139]","PYROXENITE [18139]","","","NEO [18139]","PROTEROZOIC [18139]","","","","","PLU","","","","","WR [18139] ","44.61","0.49","","1.73","","","","8.16","26.54","11.04","0.11","","0.2","0.29","5.77","","","","","","","","","","","","","","","","0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.18","","","23.19","","","","39.47","","","6.99","","","","","8.33","955.26","33.66","51.92","0.43","","","","","","","","","","","","","152.98","119.4","280.67","37.23","168.47","30.57","6.88","21.8","2.71","8.77","1.39","3.21","0.35","1.75","0.22","2.01","0.06","","","","","","","","","","","3.56","0.41","","","","","","","","","","","","","","","","","","","","","","","","","830080",
"[18139]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / XINJIANG PROVINCE / QIGANBULAKE CARBONATITE COMPLEX","QURUQTAGH AREA, NE TARIM BLOCK","41.23","41.23","87.58","87.58","SAE","","","s_KL01-7 [18139]","PYROXENITE [18139]","","","NEO [18139]","PROTEROZOIC [18139]","","","","","PLU","","","","","WR [18139] ","42.91","1","","3.83","","","","9.51","21.86","11.84","0.11","","1.69","0.22","4.83","","","","","","","","","","","","","","","","1.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.53","","","20.32","","","","52.53","","","9.22","","","","","69.51","799.95","26.77","42.49","1.1","","","","","","","","","","","","","1364","96.06","226.36","30.19","136.77","24.99","5.99","17.41","2.22","7.15","1.09","2.61","0.29","1.46","0.2","1.79","0.09","","","","","","","","","","","2.57","0.29","","","","","","","","","","","","","","","","","","","","","","","","","830081",
"[18139]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / XINJIANG PROVINCE / QIGANBULAKE CARBONATITE COMPLEX","QURUQTAGH AREA, NE TARIM BLOCK","41.23","41.23","87.58","87.58","SAE","","","s_KL01-8 [18139]","PYROXENITE [18139]","","","NEO [18139]","PROTEROZOIC [18139]","","","","","PLU","","","","","WR [18139] ","52","0.39","","1.56","","","","5.56","22.55","15.19","0.09","","0.39","0.3","0.51","","","","","","","","","","","","","","","","0.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.17","","","157.4","","","","79.39","","","3.8","","","","","15.66","465.13","8.01","34.87","0.59","","","","","","","","","","","","","348.62","19.74","46.45","6.54","30.48","5.92","1.57","4.32","0.58","2.09","0.33","0.79","0.1","0.57","0.08","1.21","0.02","","","","","","","","","","","0.58","0.17","","","","","","","","","","","","","","","","","","","","","","","","","830082",
"[18139]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / XINJIANG PROVINCE / QIGANBULAKE CARBONATITE COMPLEX","QURUQTAGH AREA, NE TARIM BLOCK","41.23","41.23","87.58","87.58","SAE","","","s_KL01-9 [18139]","PYROXENITE [18139]","","","NEO [18139]","PROTEROZOIC [18139]","","","","","PLU","","","","","WR [18139] ","52.39","0.38","","1.45","","","","5.5","22.66","15.29","0.09","","0.34","0.3","0.37","","","","","","","","","","","","","","","","0.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.79","","","167.23","","","","79.14","","","3.55","","","","","13.6","454.39","7.46","35.48","0.5","","","","","","","","","","","","","348.85","16.25","39.44","5.84","26.71","5.43","1.45","3.73","0.51","1.81","0.3","0.68","0.09","0.51","0.08","1.18","0.03","","","","","","","","","","","0.48","0.14","","","","","","","","","","","","","","","","","","","","","","","","","830083",
"[18139]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / XINJIANG PROVINCE / QIGANBULAKE CARBONATITE COMPLEX","QURUQTAGH AREA, NE TARIM BLOCK","41.23","41.23","87.58","87.58","SAE","","","s_KL01-12 [18139]","PYROXENITE [18139]","","","NEO [18139]","PROTEROZOIC [18139]","","","","","PLU","","","","","WR [18139] ","46.61","0.52","","1.83","","","","8.04","24.58","12.14","0.12","","0.3","0.32","3.62","","","","","","","","","","","","","","","","1.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.5","","","98.5","","","","54.8","","","8.58","","","","","42.6","738","23.41","50.86","0.85","","","","","","","","","","","","","786","80.34","190","25.6","117.6","21.5","5.14","14.9","1.95","6.42","0.95","2.32","0.25","1.36","0.17","2.01","0.07","","","","","","","","","","","2.21","0.31","","","","","","","","","","","","","","","","","","","","","","","","","830084",
"[18141]","INTRAPLATE VOLCANICS","BALTIC SHIELD / BELOMORIAN PROVINCE / KOLA DIKE COMPLEX","","67.2","67.2","33.5","33.5","SAE","","","s_DC-50 [18141]","PYROXENITE [18141]","","","","DEVONIAN [18141]","","","","","PLU","","","","","WR [18141] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","0.5","","","","","","","","","","","","","","","","","","","","","1230000","","","","830225",
"[18141]","INTRAPLATE VOLCANICS","BALTIC SHIELD / BELOMORIAN PROVINCE / KOLA DIKE COMPLEX","","67.2","67.2","33.5","33.5","SAE","","","s_DC-51 [18141]","PYROXENITE [18141]","","","","DEVONIAN [18141]","","","","","PLU","","","","","WR [18141] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0.4","","","","","","","","","","","","","","","","","","","","","1695000","","","","830226",
"[18141]","INTRAPLATE VOLCANICS","BALTIC SHIELD / BELOMORIAN PROVINCE / KOLA DIKE COMPLEX","","67.2","67.2","33.5","33.5","SAE","","","s_DC-52 [18141]","PYROXENITE [18141]","","","","DEVONIAN [18141]","","","","","PLU","","","","","WR [18141] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0.7","","","","","","","","","","","","","","","","","","","","","2040000","","","","830227",
"[18141]","INTRAPLATE VOLCANICS","BALTIC SHIELD / BELOMORIAN PROVINCE / KOLA DIKE COMPLEX","","67.2","67.2","33.5","33.5","SAE","","","s_DC-53 [18141]","PYROXENITE [18141]","","","","DEVONIAN [18141]","","","","","PLU","","","","HE4_HE3 from VESICLES [18141]","MIN [18141] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1180000","","","","830625",
"[17008]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / HANNUOBA BASALT","WANQUAN SHANGQINGYANGGOU AREA","40","41","114","115","SAE","","","s_QY9806 [17008]","PYROXENITE, PLAGIOCLASE [17008]","","","","","","","","","PLU","","","","","WR [17008] ","54.76","0.73","","17.62","","1.79","3.94","","7.91","4.77","0.09","","1.51","4.72","0.09","","","","","","","","","","","","","","","","2.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.385","14.973","1.99","7.895","2.549","1.202","2.467","0.354","1.921","0.335","0.905","0.126","0.767","0.112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840186",
"[17008]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / HANNUOBA BASALT","WAQUAN DANAPING AREA","40","41","114","115","SAE","","","s_WD9538 [17008]","PYROXENITE, PLAGIOCLASE [17008]","","","","","","","","","PLU","","","","","WR [17008] ","50.88","0.43","","7.25","","0.57","11.01","","8.45","19.18","0.2","","0.12","0.41","","","","","","","","","","","","","","","","","1.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.627","5.714","0.98","3.963","1.559","0.523","1.621","0.254","1.448","0.277","0.8","0.12","0.719","0.107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840187",
"[17008]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / HANNUOBA BASALT","WAQUAN DANAPING AREA","40","41","114","115","SAE","","","s_DM9855 [17008]","PYROXENITE, PLAGIOCLASE [17008]","","","","","","","","","PLU","","","","","WR [17008] ","51.93","0.39","","15.18","","1.88","5.55","","8.97","11.97","0.14","","0.76","1.87","0.04","","","","","","","","","","","","","","","","1.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","236","1776","","","","","","","","","","","","","","","","","5.762","12.879","1.65","6.3655","1.737","0.799","1.63","0.238","1.372","0.259","0.725","0.102","0.657","0.105","","","","","","","","","","","","","","","0.511687","","","0.707136","","","","","","","","","","","","","","","","","","","","","840188",
"[17008]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / HANNUOBA BASALT","WAQUAN DANAPING AREA","40","41","114","115","SAE","","","s_WD9523 [17008]","PYROXENITE, PLAGIOCLASE-GARNET [17008]","","","","","","","","","PLU","","","","","WR [17008] ","46.53","0.69","","8.44","","2.61","6.56","","11.94","18.12","0.14","","0.11","0.37","0.04","","","","","","","","","","","","","","","","4.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.876","11.604","1.797","7.19","2.526","0.878","2.404","0.344","1.805","0.321","0.841","0.107","0.654","0.099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840189",
"[17008]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / HANNUOBA BASALT","WAQUAN DANAPING AREA","40","41","114","115","SAE","","","s_WD958 [17008]","PYROXENITE, GARNET [17008]","","","","","","","","","PLU","","","","","WR [17008] ","45.39","0.27","","13.45","","0.88","5.09","","10.31","21.9","0.21","","0.16","0.47","0.04","","","","","","","","","","","","","","","","1.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","274","","","","","","","","","","","","","","","","","3.255","7.265","0.916","3.645","1.488","0.602","2.429","0.466","3.166","0.661","1.925","0.271","1.64","0.246","","","","","","","","","","","","","","","0.51284","","","0.704708","","","","","","","","","","","","","","","","","","","","","840191",
"[17008]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / HANNUOBA BASALT","WAQUAN DANAPING AREA","40","41","114","115","SAE","","","s_HT-26 [17008]","PYROXENITE, GARNET [17008]","","","","","","","","","PLU","","","","","WR [17008] ","45.35","0.25","","15.35","","1.53","12.4","","10.18","12.54","0.29","","0.06","0.92","0.02","","","","","","","","","","","","","","","","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840197",
"[17008]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / HANNUOBA BASALT","WANQUAN SHANGQINGYANGGOU AREA","40","41","114","115","SAE","","","s_QY9805 [17008]","PYROXENITE, GARNET [17008]","","","","","","","","","PLU","","","","","WR [17008] ","45.66","0.69","","14.03","","3.31","6.08","","13.37","13.68","","","0.06","0.88","0.04","","","","","","","","","","","","","","","","2.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.167","1.087","4.524","1.823","0.884","2.508","0.459","3.206","0.726","2.313","0.363","2.341","0.383","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840198",
"[17008]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / HANNUOBA BASALT","WAQUAN DANAPING AREA","40","41","114","115","SAE","","","s_WD9524 [17008]","PYROXENITE, GARNET [17008]","","","","","","","","","PLU","","","","","WR [17008] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.691","9.393","1.306","5.281","1.867","0.763","1.851","0.283","1.524","0.29","0.754","0.105","0.59","0.086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840278",
"[18657]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUJIAPU PLUTON","ZHUJIAPU, DABIE OROGENIC BELT","31.33","31.33","116.1","116.1","SAE","","","s_BJ95-03 [18657]","PYROXENITE [18657]","","","","CRETACEOUS [18657]","","","","","PLU","","","","","WR [18657] ","47.2","0.34","","3.26","","","","10.87","12.39","22.71","0.21","","0.17","0.36","0.04","","","","","","","","","","","","","","","","0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146","1224","","","90","399","87","77","5","","","","","3.02","84.1","11","26","1","","","","","","","","","","","","","77","3.91","10.56","","8.01","2.2","0.644","2.33","","2","","1.07","","0.93","0.136","","","","","","","","","","","0","","1","","0.511786","","","0.707689","","","","","","","","","","","","","","","","","","","","","841950",
"[18657]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUJIAPU PLUTON","ZHUJIAPU, DABIE OROGENIC BELT","31.33","31.33","116.1","116.1","SAE","","","s_BJ95-03 [18657]","PYROXENITE [18657]","","","","CRETACEOUS [18657]","","","","","PLU","","","","","WR [18657] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.22","85.9","","","","","","","","","","","","","","","","","","","","8.24","2.24","","","","","","","","","","","","","","","","","","","","","","","","0.511796","","","0.707709","","","","","","","","","","","","","","","","","","","","","841953",
"[18678]","CONTINENTAL FLOOD BASALT","TARIM LARGE IGNEOUS PROVINCE / XINJIANG PROVINCE","XIKEER COUNTY","39.91","39.91","77.7625","77.7625","SAE","","","s_11XKK-9 [18678]","PYROXENITE, XENOLITH [18678]","","","","","","","","","PER","","","","","WR [18678] ","51.88","0.309","","11.09","","","","4.07","12.56","17.11","0.087","","0.149","1.2","0.001","","","","","","","","","","","","","","","","1.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.633","1.62","","","","","","","","","","","","","0.000883","0.000898","","","","","","","","","","0.513501","","","","","","","","","","","","","","0.149483","","4.754","","","","","","","","850754",
"[18678]","CONTINENTAL FLOOD BASALT","TARIM LARGE IGNEOUS PROVINCE / XINJIANG PROVINCE","XIKEER COUNTY","39.91","39.91","77.7625","77.7625","SAE","","","s_11XKK-10 [18678]","PYROXENITE, XENOLITH [18678]","","","","","","","","","PER","","","","","WR [18678] ","51.47","0.319","","11.32","","","","4.05","12.44","17.26","0.089","","0.169","1.23","0.005","","","","","","","","","","","","","","","","1.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.911","1.802","","","","","","","","","","","","","0.001247","0.000144","","","","","","","","","","0.513526","","","","","","","","","","","","","","0.340649","","42.83","","","","","","","","850755",
"[18678]","CONTINENTAL FLOOD BASALT","TARIM LARGE IGNEOUS PROVINCE / XINJIANG PROVINCE","XIKEER COUNTY","39.91","39.91","77.7625","77.7625","SAE","","","s_11XKK-9 [18678]","PYROXENITE, XENOLITH [18678]","","","","","","","","","PER","","","","","WR [18678] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000904","0.000795","","","","","","","","","","","","","","","","","","","","","","","","0.15174","","5.503","","","","","","","","850800",
"[18678]","CONTINENTAL FLOOD BASALT","TARIM LARGE IGNEOUS PROVINCE / XINJIANG PROVINCE","XIKEER COUNTY","39.91","39.91","77.7625","77.7625","SAE","","","s_11XKK-10 [18678]","PYROXENITE, XENOLITH [18678]","","","","","","","","","PER","","","","","WR [18678] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.001263","0.000148","","","","","","","","","","","","","","","","","","","","","","","","0.311163","","42.39","","","","","","","","850801",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-90 [18733]","PYROXENITE, OLIVINE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","40.84","1.47","","6.01","","","","17.51","7.36","19.98","0.26","","0.05","0.16","0.11","","","","","","","","","","","","","","","","4.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240","2110","","","128","1350","250","140","12","2.3","0","","","0","26","12.6","87","9.4","0","","","","0","","0","1","0.2","","","0.1","10","8.34","21.2","3.07","14.6","3.57","0.985","3.26","0.53","2.83","0.53","1.35","0.19","1.15","0.178","2","0.63","0","","","","","","","0","0","0","0.88","0.22","","","","","","","","","","","","","","","","","","","","","","","","","852892",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-97 [18733]","PYROXENITE, OLIVINE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","46.08","1.47","","6.19","","","","16.57","10.76","14.44","0.26","","0.11","0.5","0.08","","","","","","","","","","","","","","","","2.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283","100","","","106","410","620","110","13","2.7","0","","","0","46","13.7","78","7.6","0","","","","0","","0","1","0.4","","","0.2","8","7.28","18.4","2.66","12.4","3.23","0.925","3.06","0.51","2.91","0.54","1.41","0.192","1.15","0.178","1.9","0.48","0","","","","","","","0","0","0","0.67","0.18","","","","","","","","","","","","","","","","","","","","","","","","","852893",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-210 [18733]","PYROXENITE, OLIVINE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","42.77","1.7","","9.52","","","","16.06","9.4","14.13","0.27","","0.07","0.72","0.13","","","","","","","","","","","","","","","","3.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","316","1150","","","77","580","30","230","15","2.9","0","","","0","51","21.8","90","6.9","0","","","","0","","0","4","0","","","0","9","8.24","22.8","3.45","16","4.27","2.27","4.85","0.79","4.46","0.87","2.38","0.344","2.08","0.318","2.3","0.43","0","","","","","","","0","17","0.1","0.57","0.14","","","","","","","","","","","","","","","","","","","","","","","","","852894",
