"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-223 [18733]","PYROXENITE, OLIVINE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","42.55","1.67","","7.25","","","","17.32","11.65","12.85","0.32","","0.19","0.89","0.12","","","","","","","","","","","","","","","","3.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","290","1390","","","86","590","400","550","18","2.8","0","","","3","47","16.6","87","10.1","0","","","","0.5","","0.1","7","0","","","0.3","27","6.34","18.9","2.96","13.7","4.1","2.31","4.32","0.69","3.65","0.68","1.75","0.231","1.44","0.226","2.3","0.65","0.8","","","","","","","0","13","0.5","0.82","0.23","","","","","","","","","","","","","","","","","","","","","","","","","852895",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-20 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","44.52","1.07","","4.24","","","","12.26","14.92","14.96","0.21","","0.1","0.54","0.05","","","","","","","","","","","","","","","","5.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","252.2","2237.936865476","","","81.6","624","2025","46","6.9","","","","","0","63.9","8.4","33","3.955","","","","","","","","","","","","","0","","24.3","","","","","","","","","","","","","","","","","","","","","","","3.2","","0","1.1","","","","","","","","","","","","","","","","","","","","","","","","","852896",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-21 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","44.8","1.11","","4.46","","","","12.51","15.43","14.34","0.21","","0.09","0.52","0.06","","","","","","","","","","","","","","","","5.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","246.5","1765.211360903","","","78","552","1560","39","8.1","","","","","0","53.8","9.8","43.5","4.9","","","","","","","","","","","","","0","","42","","","","","","","","","","","","","","","","","","","","","","","3.1","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","852897",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-22 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","44.86","1.19","","4.67","","","","12.63","15.01","14.33","0.2","","0.1","0.55","0.06","","","","","","","","","","","","","","","","5.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","259.1","1605.85722859","","","76","508","1243","39","8.6","","","","","0","62.7","10.5","51.3","5.2","","","","","","","","","","","","","0","","51","","","","","","","","","","","","","","","","","","","","","","","3","","1.3","1","","","","","","","","","","","","","","","","","","","","","","","","","852898",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-44 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","45.05","1.58","","6.13","","","","12.76","14.99","10.55","0.22","","0.21","1.78","0.1","","","","","","","","","","","","","","","","5.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","328","530","","","63","230","420","80","12","2.8","0","","","0","181","14.7","82","8.2","0","","","","0","","0","1","0.4","","","0","26","8.28","21.4","3.14","15.1","3.87","1.2","3.81","0.62","3.35","0.61","1.59","0.217","1.31","0.197","2.1","0.54","0","","","","","","","0","0","0","0.79","0.2","","","","","","","","","","","","","","","","","","","","","","","","","852899",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-70 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","45.05","1.34","","4.6","","","","12.36","16.99","11.87","0.19","","0.1","1.03","0.08","","","","","","","","","","","","","","","","4.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258.8","689.485440669","","","58","314","861","41","8.6","","","","","0","96.1","11.7","56.7","9.8","","","","","","","","","","","","","13.43475","","52","","","","","","","","","","","","","","","","","","","","","","","3.3","","2.5","0","","","","","","","","","","","","","","","","","","","","","","","","","852900",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-115 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","45.42","1.51","","4.81","","","","12.4","17.85","12.96","0.23","","0.17","0.62","0.07","","","","","","","","","","","","","","","","2.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","288","1050","","","66","320","680","70","10","3","0","","","0","97","12.7","69","10.1","0","","","","0","","0","1","0.4","","","0","26","9.3","22.4","3.24","14.9","3.82","1.14","3.48","0.56","2.89","0.54","1.37","0.19","1.19","0.178","1.9","0.7","0","","","","","","","0","0","0","0.87","0.21","","","","","","","","","","","","","","","","","","","","","","","","","852901",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-116 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","45.33","1.09","","3.71","","","","10.41","17.67","13.47","0.18","","0.15","0.66","0.06","","","","","","","","","","","","","","","","6.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215.3","1416.944923173","","","54","399","962","53","6.015","","","","","0","107.3","8.7","39.9","7.3","","","","","","","","","","","","","13.25562","","29.6","","","","","","","","","","","","","","","","","","","","","","","2.5","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","852902",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-127 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","44.35","1.17","","4.67","","","","12.65","14.69","14.27","0.21","","0.43","0.4","0.06","","","","","","","","","","","","","","","","5.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265.5","1407.981680866","","","82","494","868","42","8.3","","","","","12.1","83","11.3","55.1","5.8","","","","","","","","","","","","","57.052905","","40","","","","","","","","","","","","","","","","","","","","","","","3.2","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","852903",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-128 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","44.88","1.34","","5.37","","","","14.1","14.1","13.09","0.23","","0.38","0.79","0.07","","","","","","","","","","","","","","","","3.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","290.4","539.505080845","","","79","426","788","56","9.9","","","","","6.7","85.4","12","58.5","6","","","","","","","","","","","","","38.960775","","32","","","","","","","","","","","","","","","","","","","","","","","4.1","","0","1.3","","","","","","","","","","","","","","","","","","","","","","","","","852904",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-227 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","45.78","0.94","","4.74","","","","11.74","13.97","15.29","0.19","","0.15","0.42","0.04","","","","","","","","","","","","","","","","5.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","267.7","1404.629017713","","","88","578","24","24","8.43","","","","","3.16","78.53","8.82","32.75","2.5","","","","","","","","","","","","","43.439025","","2","","","","","","","","","","","","","","","","","","","","","","","1.32","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","852905",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-47 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","43.9","2.45","","5.98","","","","17.83","15.17","8.93","0.25","","0.78","1.25","0.13","","","","","","","","","","","","","","","","1.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","388","350","","","76","210","610","130","14","2.8","0","","","15","314","16.1","113","22.6","0","","","","0","","0","2","0.4","","","0.7","232","23.7","52.2","6.78","28.4","5.84","1.67","4.83","0.71","3.69","0.71","1.77","0.245","1.48","0.217","2.7","1.65","0","","","","","","","0.09","0","0","1.98","0.43","","","","","","","","","","","","","","","","","","","","","","","","","852906",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-49 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","44.56","2.38","","7.1","","","","18.01","14.23","7.87","0.26","","0.65","2.19","0.14","","","","","","","","","","","","","","","","0.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","337","250","","","72","180","650","140","14","2.6","0","","","9","394","17.9","125","25.6","0","","","","0.5","","0","2","0.4","","","0.4","126","26.6","57.3","7.42","31.4","6.37","1.92","5.18","0.76","4.13","0.75","1.94","0.267","1.64","0.241","3.1","1.82","0","","","","","","","0","0","0","2.21","0.53","","","","","","","","","","","","","","","","","","","","","","","","","852907",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-65 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","40.86","3.56","","8.18","","","","20.94","13.03","7.03","0.28","","1.17","1.2","0.15","","","","","","","","","","","","","","","","1.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","635","0","","","77","170","960","250","17","2.8","18","","","24","641","24.2","124","19.5","0","","","","0.8","","0","3","2.7","","","1.2","393","31","64.1","8.61","34.5","7.24","2.29","6.9","1","5.61","0.97","2.62","0.366","2.21","0.337","3.3","1.42","1.1","","","","","","","0.17","132","1","2.26","0.4","","","","","","","","","","","","","","","","","","","","","","","","","852908",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-67 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","40.35","3.67","","5.71","","","","21.84","14.36","7.32","0.29","","0.46","1.32","0.1","","","","","","","","","","","","","","","","2.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","573.8","0","","","88","215","1451","121","13","","","","","8.2","457.5","13.8","84.8","22.3","","","","","","","","","","","","","180.473475","","24","","","","","","","","","","","","","","","","","","","","","","","5.5","","2.2","0","","","","","","","","","","","","","","","","","","","","","","","","","852909",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-69 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","41.7","2.99","","5.83","","","","18.55","15.06","8.33","0.25","","0.59","1.39","0.13","","","","","","","","","","","","","","","","2.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","455","46.7593877298","","","79","206","2433","93","12.1","","","","","12.7","412.7","17.1","96.7","25.1","","","","","","","","","","","","","336.94353","","27","","","","","","","","","","","","","","","","","","","","","","","4.2","","2.4","2","","","","","","","","","","","","","","","","","","","","","","","","","852910",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-71 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","40.13","2.81","","6.57","","","","19.08","14.85","8.24","0.24","","0.24","1.34","0.1","","","","","","","","","","","","","","","","4.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","637.7","39.547740866","","","78","305","1079","70","14.4","","","","","2.5","193.5","15.7","80.4","13.3","","","","","","","","","","","","","81.50415","","57.0975","","","","","","","","","","","","","","","","","","","","","","","4.4","","1.2","2.1","","","","","","","","","","","","","","","","","","","","","","","","","852911",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-99 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","43.02","3.04","","8.97","","","","19.79","12.83","6.68","0.28","","0.59","2.51","0.15","","","","","","","","","","","","","","","","0.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","534","0","","","76","140","450","150","18","2.5","0","","","3","273","20.8","133","21.9","0","","","","0","","0","2","0.3","","","0","172","21.3","49.9","6.81","30","6.58","2","5.8","0.9","4.72","0.87","2.32","0.316","1.93","0.284","3.4","1.55","0","","","","","","","0","0","0","1.85","0.45","","","","","","","","","","","","","","","","","","","","","","","","","852912",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-100 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","42.27","2.83","","7.42","","","","18.98","14.02","7.66","0.25","","0.37","1.97","0.12","","","","","","","","","","","","","","","","2.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","557","30","","","78","230","440","120","16","2.7","0","","","1","210","18.2","110","17.6","0","","","","0","","0","2","0.2","","","0","69","16.8","40.5","5.52","24.5","5.55","1.68","4.89","0.75","4.09","0.75","1.97","0.275","1.71","0.256","2.9","1.19","0","","","","","","","0","0","0","1.46","0.36","","","","","","","","","","","","","","","","","","","","","","","","","852913",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-103 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","41.03","3.06","","6.48","","","","19.16","15.1","8.31","0.25","","0.33","1.17","0.11","","","","","","","","","","","","","","","","3.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","674.1","30.926607044","","","79","294","1097","83","14","","","","","1.4","169.5","17.2","88.3","14.9","","","","","","","","","","","","","88.84848","","58","","","","","","","","","","","","","","","","","","","","","","","4","","1.1","1","","","","","","","","","","","","","","","","","","","","","","","","","852914",
"[18733]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE","PULPWOOD-PLAYTER-HARBOUR","48.58","48.58","-86.28","-86.28","SAE","","","s_PIC-105 [18733]","PYROXENITE [18733]","2600000000 [18733]","2700000000 [18733]","NEO [18733]","ARCHEAN [18733]","","","","","PLU","","","","","WR [18733] ","40.88","3.77","","8.69","","","","21.18","13.89","6.07","0.29","","0.82","1.12","0.15","","","","","","","","","","","","","","","","1.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","610.4","0","","","80","84","816","112","17.7","","","","","14.2","241.2","22.6","123.9","19.7","","","","","","","","","","","","","434.300685","","57","","","","","","","","","","","","","","","","","","","","","","","2.6","","3","2.2","","","","","","","","","","","","","","","","","","","","","","","","","852915",
